6, -0.398499, 2.61456, -0.0147072
6.05, -0.377261, 2.62072, -0.0147079
6.1, -0.355996, 2.62556, -0.0147086
6.15, -0.334779, 2.62893, -0.0147095
6.2, -0.313682, 2.63067, -0.0147105
6.25, -0.292779, 2.63064, -0.0147116
6.3, -0.272144, 2.62868, -0.0147128
6.35, -0.251844, 2.62465, -0.014714
6.4, -0.231942, 2.6184, -0.0147151
6.45, -0.212495, 2.60981, -0.0147161
6.5, -0.193549, 2.59876, -0.014717
6.55, -0.175139, 2.58519, -0.0147175
6.6, -0.157288, 2.56901, -0.0147177
6.65, -0.140005, 2.55019, -0.0147175
6.7, -0.123285, 2.52871, -0.0147169
6.75, -0.107109, 2.50458, -0.0147161
6.8, -0.0914441, 2.47783, -0.0147152
6.85, -0.0762458, 2.44849, -0.0147143
6.9, -0.0614578, 2.41663, -0.0147138
6.95, -0.0470142, 2.3823, -0.0147138
7, -0.0328412, 2.34558, -0.0147147
7.05, -0.0188579, 2.30652, -0.0147168
7.1, -0.00497809, 2.26518, -0.0147204
7.15, 0.00888942, 2.2216, -0.0147258
7.2, 0.0228402, 2.17583, -0.0147333
7.25, 0.036974, 2.12786, -0.0147432
7.3, 0.0513954, 2.0777, -0.014756
7.35, 0.0662141, 2.02532, -0.014772
7.4, 0.0815468, 1.97065, -0.0147917
7.45, 0.0975184, 1.91361, -0.0148155
7.5, 0.114265, 1.85406, -0.0148441
7.55, 0.131938, 1.79183, -0.014878
7.6, 0.150708, 1.72668, -0.0149179
7.65, 0.17077, 1.65832, -0.0149643
7.7, 0.192356, 1.58632, -0.0150173
7.75, 0.215745, 1.51019, -0.0150756
7.8, 0.241283, 1.42922, -0.0151347
7.85, 0.269409, 1.34248, -0.0151816
7.9, 0.300697, 1.24873, -0.0151812
7.95, 0.335904, 1.14624, -0.0150381
8, 0.376032, 1.03266, -0.0144896
8.05, 0.422293, 0.905072, -0.0128418
8.1, 0.475609, 0.761066, -0.00887799
8.15, 0.534836, 0.602851, -0.00466409
8.2, 0.595142, 0.440892, -0.00968493
8.25, 0.650703, 0.287768, -0.0180632
8.3, 0.698395, 0.150013, -0.022234
8.35, 0.738221, 0.0270743, -0.0237129
8.4, 0.771289, -0.0840211, -0.0241678
8.45, 0.798676, -0.186079, -0.0242645
8.5, 0.821211, -0.28125, -0.0242372
8.55, 0.839496, -0.371123, -0.0241694
8.6, 0.853965, -0.456874, -0.0240917
8.65, 0.864937, -0.539389, -0.0240151
8.7, 0.872649, -0.619348, -0.0239432
8.75, 0.87728, -0.697275, -0.0238766
8.8, 0.878971, -0.773582, -0.0238149
8.85, 0.877833, -0.848589, -0.0237571
8.9, 0.873962, -0.92254, -0.0237026
8.95, 0.867442, -0.995617, -0.0236506
9, 0.858354, -1.06795, -0.0236007
9.05, 0.846777, -1.1396, -0.0235526
9.1, 0.832798, -1.21062, -0.0235062
9.15, 0.816511, -1.28098, -0.0234618
9.2, 0.79802, -1.35062, -0.0234196
9.25, 0.777442, -1.41945, -0.0233801
9.3, 0.754908, -1.48734, -0.0233438
9.35, 0.730562, -1.55412, -0.0233112
9.4, 0.704564, -1.6196, -0.0232827
9.45, 0.677082, -1.68355, -0.0232585
9.5, 0.648298, -1.74576, -0.0232388
9.55, 0.618398, -1.80595, -0.0232234
9.6, 0.587575, -1.86389, -0.023212
9.65, 0.556019, -1.91933, -0.023204
9.7, 0.523922, -1.97201, -0.0231989
9.75, 0.491468, -2.0217, -0.023196
9.8, 0.458834, -2.06818, -0.0231947
9.85, 0.426187, -2.11126, -0.0231944
9.9, 0.393684, -2.15076, -0.0231946
9.95, 0.361466, -2.18651, -0.023195
10, 0.329662, -2.2184, -0.0231952
